Transaction_ID,Date,State,City,Station_ID,Fuel_Type,Customer_Type,Vehicle_Type,Quantity_Litres,Price_Per_Litre,Revenue,Payment_Mode,Column1,Column2,Month
TXN000186,2025-04-05,Maharashtra,Pune,ST016,Diesel,Commercial,Car,14.47,95.27,1378.56,Card,185,Mismatch,Apr 2025
TXN000187,2025-02-03,Karnataka,Bengaluru,ST027,Diesel,Individual,Bus,59.52,97.07,5777.61,UPI,186,Mismatch,Feb 2025
TXN000188,2025-01-09,Tamil Nadu,Chennai,ST026,Diesel,Commercial,Car,8.79,97.79,859.57,Cash,187,Mismatch,Jan 2025
TXN000189,2025-03-09,Karnataka,Bengaluru,ST040,Petrol,Individual,Auto,69.61,107.65,7493.52,Card,188,Mismatch,Mar 2025
TXN000190,2025-02-08,Tamil Nadu,Chennai,ST035,Petrol,Individual,Bike,32.46,108.0,3505.68,Card,189,Mismatch,Feb 2025
TXN000191,2025-03-27,Tamil Nadu,Chennai,ST006,E20,Individual,Truck,76.25,107.14,8169.43,Cash,190,Mismatch,Mar 2025
TXN000192,2025-01-04,Maharashtra,Pune,ST019,E20,Individual,Auto,8.85,107.53,951.64,UPI,191,Mismatch,Jan 2025
TXN000193,2025-05-30,Telangana,Hyderabad,ST019,Diesel,Individual,Auto,2.45,96.02,235.25,UPI,192,Mismatch,May 2025
TXN000194,2025-01-19,Andhra Pradesh,Visakhapatnam,ST017,Petrol,Commercial,Car,4.6,107.14,492.84,UPI,193,Mismatch,Jan 2025
TXN000195,2025-05-15,Tamil Nadu,Chennai,ST036,Petrol,Individual,Truck,60.66,108.23,6565.23,UPI,194,Mismatch,May 2025
TXN000196,2025-06-23,Karnataka,Bengaluru,ST022,Petrol,Commercial,Bus,51.66,110.49,5707.91,UPI,195,Mismatch,Jun 2025
TXN000197,2025-01-05,Andhra Pradesh,Visakhapatnam,ST044,Diesel,Individual,Truck,51.94,96.34,5003.9,Cash,196,Mismatch,Jan 2025
TXN000198,2025-05-23,Telangana,Hyderabad,ST049,E20,Commercial,Bus,18.23,108.63,1980.32,Cash,197,Mismatch,May 2025
TXN000199,2025-01-12,Telangana,Hyderabad,ST025,Diesel,Commercial,Truck,37.1,94.94,3522.27,Card,198,Mismatch,Jan 2025
TXN000200,2025-02-19,Maharashtra,Pune,ST018,Diesel,Individual,Bike,21.19,97.35,2062.85,Card,199,Mismatch,Feb 2025
TXN000201,2025-03-12,Telangana,Hyderabad,ST006,Diesel,Commercial,Bus,28.8,95.6,2753.28,Card,200,Mismatch,Mar 2025
TXN000202,2025-06-16,Tamil Nadu,Chennai,ST005,Diesel,Individual,Bike,33.73,96.1,3241.45,Card,201,Mismatch,Jun 2025
TXN000203,2025-04-12,Karnataka,Bengaluru,ST021,Diesel,Commercial,Truck,6.9,96.35,664.81,UPI,202,Mismatch,Apr 2025
TXN000204,2025-06-29,Telangana,Hyderabad,ST003,Diesel,Commercial,Bus,8.24,95.11,783.71,Card,203,Mismatch,Jun 2025
TXN000205,2025-05-08,Tamil Nadu,Chennai,ST050,Diesel,Commercial,Bike,32.08,98.13,3148.01,UPI,204,Mismatch,May 2025
TXN000206,2025-01-30,Andhra Pradesh,Visakhapatnam,ST018,E20,Commercial,Auto,17.59,105.07,1848.18,UPI,205,Mismatch,Jan 2025
TXN000207,2025-05-17,Maharashtra,Pune,ST039,Petrol,Commercial,Truck,18.55,108.63,2015.09,UPI,206,Mismatch,May 2025
TXN000208,2025-02-18,Tamil Nadu,Chennai,ST010,Diesel,Commercial,Bike,62.66,94.64,5930.14,Cash,207,Mismatch,Feb 2025
TXN000209,2025-01-30,Tamil Nadu,Chennai,ST008,Petrol,Commercial,Auto,20.41,107.49,2193.87,Card,208,Mismatch,Jan 2025
TXN000210,2025-03-13,Maharashtra,Pune,ST029,Petrol,Commercial,Truck,56.61,107.47,6083.88,Card,209,Mismatch,Mar 2025
TXN000211,2025-03-18,Karnataka,Bengaluru,ST026,Petrol,Commercial,Bike,46.52,109.0,5070.68,Cash,210,Mismatch,Mar 2025
TXN000212,2025-03-31,Telangana,Hyderabad,ST030,E20,Individual,Truck,71.96,106.01,7628.48,Card,211,Mismatch,Mar 2025
TXN000213,2025-03-20,Tamil Nadu,Chennai,ST028,Petrol,Commercial,Car,50.82,109.12,5545.48,Cash,212,Mismatch,Mar 2025
TXN000214,2025-01-17,Telangana,Hyderabad,ST049,E20,Individual,Auto,33.36,104.88,3498.8,Card,213,Mismatch,Jan 2025
TXN000215,2025-03-27,Telangana,Hyderabad,ST044,Diesel,Individual,Car,8.59,97.09,834.0,Card,214,Mismatch,Mar 2025
TXN000216,2025-03-12,Andhra Pradesh,Visakhapatnam,ST035,Diesel,Commercial,Bus,63.01,96.64,6089.29,Cash,215,Mismatch,Mar 2025
TXN000217,2025-04-25,Karnataka,Bengaluru,ST010,Diesel,Individual,Bus,63.62,98.16,6244.94,Card,216,Mismatch,Apr 2025
TXN000218,2025-01-23,Tamil Nadu,Chennai,ST049,Diesel,Commercial,Bus,16.7,94.46,1577.48,UPI,217,Mismatch,Jan 2025
TXN000219,2025-01-15,Karnataka,Bengaluru,ST001,Petrol,Commercial,Car,20.31,107.75,2188.4,UPI,218,Mismatch,Jan 2025
TXN000220,2025-06-04,Andhra Pradesh,Visakhapatnam,ST026,Diesel,Commercial,Car,46.44,94.97,4410.41,Card,219,Mismatch,Jun 2025
TXN000221,2025-06-05,Tamil Nadu,Chennai,ST046,Petrol,Commercial,Bus,62.0,107.36,6656.32,Card,220,Mismatch,Jun 2025
TXN000222,2025-03-20,Telangana,Hyderabad,ST011,E20,Commercial,Bike,43.62,106.73,4655.56,UPI,221,Mismatch,Mar 2025
TXN000223,2025-03-06,Tamil Nadu,Chennai,ST015,Diesel,Commercial,Auto,51.12,95.67,4890.65,UPI,222,Mismatch,Mar 2025
TXN000224,2025-02-25,Maharashtra,Pune,ST023,Petrol,Individual,Truck,42.63,108.77,4636.87,Card,223,Mismatch,Feb 2025
TXN000225,2025-01-20,Andhra Pradesh,Visakhapatnam,ST039,E20,Commercial,Bus,37.13,106.9,3969.2,Cash,224,Mismatch,Jan 2025
TXN000226,2025-05-10,Tamil Nadu,Chennai,ST001,Petrol,Individual,Bus,21.65,109.34,2367.21,Card,225,Mismatch,May 2025
TXN000227,2025-05-02,Andhra Pradesh,Visakhapatnam,ST043,Petrol,Commercial,Auto,8.03,109.65,880.49,Cash,226,Mismatch,May 2025
TXN000228,2025-06-16,Tamil Nadu,Chennai,ST013,E20,Individual,Bus,22.63,105.98,2398.33,UPI,227,Mismatch,Jun 2025
TXN000229,2025-01-09,Karnataka,Bengaluru,ST027,E20,Commercial,Car,61.05,105.36,6432.23,Cash,228,Mismatch,Jan 2025
TXN000230,2025-03-01,Andhra Pradesh,Visakhapatnam,ST030,Petrol,Individual,Truck,69.89,109.8,7673.92,Card,229,Mismatch,Mar 2025
TXN000231,2025-06-12,Tamil Nadu,Chennai,ST005,Petrol,Individual,Car,55.97,107.24,6002.22,Card,230,Mismatch,Jun 2025
TXN000232,2025-04-09,Maharashtra,Pune,ST036,E20,Individual,Car,59.48,108.29,6441.09,Card,231,Mismatch,Apr 2025
TXN000233,2025-05-17,Karnataka,Bengaluru,ST034,Petrol,Individual,Bike,27.3,106.74,2914.0,Cash,232,Mismatch,May 2025
TXN000234,2025-03-29,Andhra Pradesh,Visakhapatnam,ST038,Diesel,Commercial,Bus,46.17,95.77,4421.7,Cash,233,Mismatch,Mar 2025
TXN000235,2025-01-21,Andhra Pradesh,Visakhapatnam,ST047,Diesel,Individual,Auto,15.91,97.86,1556.95,Card,234,Mismatch,Jan 2025
TXN000236,2025-05-25,Telangana,Hyderabad,ST036,Diesel,Individual,Auto,55.77,94.79,5286.44,UPI,235,Mismatch,May 2025
TXN000237,2025-06-27,Maharashtra,Pune,ST045,E20,Commercial,Truck,47.3,106.29,5027.52,Cash,236,Mismatch,Jun 2025
TXN000238,2025-01-27,Andhra Pradesh,Visakhapatnam,ST017,E20,Individual,Bus,25.86,107.12,2770.12,Card,237,Mismatch,Jan 2025
TXN000239,2025-06-10,Tamil Nadu,Chennai,ST049,E20,Individual,Car,73.32,107.86,7908.3,Card,238,Mismatch,Jun 2025
TXN000240,2025-06-09,Karnataka,Bengaluru,ST028,Petrol,Commercial,Bike,16.98,108.97,1850.31,Cash,239,Mismatch,Jun 2025
TXN000241,2025-04-22,Andhra Pradesh,Visakhapatnam,ST029,Diesel,Individual,Bus,11.36,97.45,1107.03,UPI,240,Mismatch,Apr 2025
TXN000242,2025-05-10,Tamil Nadu,Chennai,ST042,Diesel,Commercial,Truck,8.43,97.8,824.45,Cash,241,Mismatch,May 2025
TXN000243,2025-05-07,Telangana,Hyderabad,ST002,Petrol,Individual,Car,72.64,109.78,7974.42,Cash,242,Mismatch,May 2025
TXN000244,2025-01-27,Andhra Pradesh,Visakhapatnam,ST008,E20,Commercial,Auto,33.58,106.23,3567.2,Cash,243,Mismatch,Jan 2025
TXN000245,2025-06-07,Andhra Pradesh,Visakhapatnam,ST028,Petrol,Individual,Auto,64.24,109.18,7013.72,UPI,244,Mismatch,Jun 2025
TXN000246,2025-01-31,Karnataka,Bengaluru,ST042,Diesel,Individual,Truck,16.63,95.68,1591.16,UPI,245,Mismatch,Jan 2025
TXN000247,2025-01-23,Maharashtra,Pune,ST024,Petrol,Individual,Bike,67.7,107.3,7264.21,Card,246,Mismatch,Jan 2025
TXN000248,2025-02-24,Andhra Pradesh,Visakhapatnam,ST029,Diesel,Commercial,Auto,51.12,96.0,4907.52,UPI,247,Mismatch,Feb 2025
TXN000249,2025-05-16,Karnataka,Bengaluru,ST020,Diesel,Individual,Bus,42.63,97.44,4153.87,UPI,248,Mismatch,May 2025
TXN000250,2025-04-18,Maharashtra,Pune,ST012,Petrol,Individual,Auto,77.14,108.3,8354.26,UPI,249,Mismatch,Apr 2025
TXN000251,2025-03-15,Tamil Nadu,Chennai,ST032,E20,Commercial,Truck,54.68,108.36,5925.12,Card,250,Mismatch,Mar 2025
TXN000252,2025-04-06,Tamil Nadu,Chennai,ST014,Petrol,Individual,Car,17.5,106.82,1869.35,UPI,251,Mismatch,Apr 2025
TXN000253,2025-04-03,Telangana,Hyderabad,ST012,Petrol,Commercial,Bike,27.08,109.38,2962.01,UPI,252,Mismatch,Apr 2025
TXN000254,2025-05-07,Andhra Pradesh,Visakhapatnam,ST030,Diesel,Commercial,Truck,53.11,95.47,5070.41,Cash,253,Mismatch,May 2025
TXN000255,2025-02-02,Telangana,Hyderabad,ST017,E20,Commercial,Car,41.06,107.0,4393.42,Card,254,Mismatch,Feb 2025
TXN000256,2025-01-27,Karnataka,Bengaluru,ST011,E20,Commercial,Auto,29.21,106.41,3108.24,UPI,255,Mismatch,Jan 2025
TXN000257,2025-04-25,Tamil Nadu,Chennai,ST007,Diesel,Individual,Bike,65.18,96.08,6262.49,UPI,256,Mismatch,Apr 2025
TXN000258,2025-05-29,Andhra Pradesh,Visakhapatnam,ST010,Petrol,Commercial,Truck,79.18,110.24,8728.8,Card,257,Mismatch,May 2025
TXN000259,2025-02-12,Andhra Pradesh,Visakhapatnam,ST032,Petrol,Commercial,Truck,9.0,107.58,968.22,Cash,258,Mismatch,Feb 2025
TXN000260,2025-01-18,Tamil Nadu,Chennai,ST013,Diesel,Individual,Bus,59.07,95.16,5621.1,Card,259,Mismatch,Jan 2025
TXN000261,2025-06-04,Karnataka,Bengaluru,ST023,Diesel,Commercial,Truck,7.19,96.67,695.06,Card,260,Mismatch,Jun 2025
TXN000262,2025-03-05,Maharashtra,Pune,ST035,Petrol,Individual,Bus,21.93,108.81,2386.2,UPI,261,Mismatch,Mar 2025
TXN000263,2025-02-23,Tamil Nadu,Chennai,ST036,Petrol,Commercial,Auto,13.95,107.11,1494.18,Cash,262,Mismatch,Feb 2025
TXN000264,2025-01-19,Telangana,Hyderabad,ST028,Diesel,Commercial,Bus,9.33,95.69,892.79,UPI,263,Mismatch,Jan 2025
TXN000265,2025-03-05,Tamil Nadu,Chennai,ST002,Petrol,Commercial,Auto,43.72,109.86,4803.08,Cash,264,Mismatch,Mar 2025
TXN000266,2025-01-15,Karnataka,Bengaluru,ST035,Diesel,Individual,Auto,23.95,97.55,2336.32,UPI,265,Mismatch,Jan 2025
TXN000267,2025-01-22,Maharashtra,Pune,ST002,E20,Commercial,Car,27.92,108.42,3027.09,Cash,266,Mismatch,Jan 2025
TXN000268,2025-05-09,Karnataka,Bengaluru,ST031,Petrol,Commercial,Car,65.54,107.09,7018.68,UPI,267,Mismatch,May 2025
TXN000269,2025-01-07,Karnataka,Bengaluru,ST036,Petrol,Individual,Car,21.35,108.35,2313.27,Cash,268,Mismatch,Jan 2025
TXN000270,2025-01-14,Maharashtra,Pune,ST025,E20,Individual,Truck,30.76,106.33,3270.71,Card,269,Mismatch,Jan 2025
TXN000271,2025-05-29,Maharashtra,Pune,ST018,Diesel,Individual,Truck,73.39,97.46,7152.59,UPI,270,Mismatch,May 2025
TXN000272,2025-06-29,Maharashtra,Pune,ST007,Petrol,Commercial,Bus,11.3,108.69,1228.2,Cash,271,Mismatch,Jun 2025
TXN000273,2025-05-01,Andhra Pradesh,Visakhapatnam,ST001,Petrol,Individual,Truck,6.87,108.47,745.19,Cash,272,Mismatch,May 2025
TXN000274,2025-03-11,Andhra Pradesh,Visakhapatnam,ST030,Diesel,Individual,Bus,19.92,95.83,1908.93,Cash,273,Mismatch,Mar 2025
TXN000275,2025-02-27,Telangana,Hyderabad,ST028,E20,Individual,Car,12.3,106.02,1304.05,UPI,274,Mismatch,Feb 2025
TXN000276,2025-06-06,Telangana,Hyderabad,ST003,Petrol,Commercial,Truck,62.13,108.01,6710.66,Cash,275,Mismatch,Jun 2025
TXN000277,2025-05-30,Tamil Nadu,Chennai,ST023,Diesel,Individual,Auto,35.46,97.25,3448.49,Card,276,Mismatch,May 2025
TXN000278,2025-01-25,Karnataka,Bengaluru,ST020,Petrol,Commercial,Bike,27.39,110.43,3024.68,UPI,277,Mismatch,Jan 2025
TXN000279,2025-02-19,Tamil Nadu,Chennai,ST023,Diesel,Commercial,Car,25.57,95.47,2441.17,Card,278,Mismatch,Feb 2025
TXN000280,2025-05-17,Karnataka,Bengaluru,ST020,Petrol,Commercial,Bus,20.37,109.49,2230.31,UPI,279,Mismatch,May 2025
TXN000281,2025-03-01,Maharashtra,Pune,ST013,E20,Individual,Bike,23.19,104.87,2431.94,UPI,280,Mismatch,Mar 2025
TXN000282,2025-04-09,Andhra Pradesh,Visakhapatnam,ST040,E20,Individual,Bike,38.85,104.93,4076.53,Card,281,Mismatch,Apr 2025
TXN000283,2025-06-11,Maharashtra,Pune,ST043,Petrol,Commercial,Bus,35.57,108.65,3864.68,Card,282,Mismatch,Jun 2025
TXN000284,2025-01-29,Andhra Pradesh,Visakhapatnam,ST024,Petrol,Individual,Auto,20.06,110.0,2206.6,UPI,283,Mismatch,Jan 2025
TXN000285,2025-04-05,Telangana,Hyderabad,ST010,Diesel,Commercial,Truck,41.88,94.24,3946.77,UPI,284,Mismatch,Apr 2025
TXN000286,2025-02-23,Tamil Nadu,Chennai,ST016,Petrol,Commercial,Bike,2.61,108.68,283.65,UPI,285,Mismatch,Feb 2025
TXN000287,2025-01-14,Andhra Pradesh,Visakhapatnam,ST004,E20,Individual,Auto,35.23,106.78,3761.86,Card,286,Mismatch,Jan 2025
TXN000288,2025-06-25,Tamil Nadu,Chennai,ST019,Diesel,Individual,Bike,27.36,96.3,2634.77,Cash,287,Mismatch,Jun 2025
TXN000289,2025-04-28,Telangana,Hyderabad,ST016,Diesel,Individual,Truck,18.27,95.06,1736.75,Cash,288,Mismatch,Apr 2025
TXN000290,2025-06-19,Andhra Pradesh,Visakhapatnam,ST003,E20,Individual,Car,77.82,104.97,8168.77,UPI,289,Mismatch,Jun 2025
TXN000291,2025-02-11,Karnataka,Bengaluru,ST021,Diesel,Individual,Car,32.44,94.41,3062.66,Cash,290,Mismatch,Feb 2025
TXN000292,2025-05-25,Maharashtra,Pune,ST025,E20,Commercial,Bike,22.69,105.9,2402.87,Card,291,Mismatch,May 2025
TXN000293,2025-04-14,Maharashtra,Pune,ST021,Diesel,Individual,Truck,29.92,96.35,2882.79,Cash,292,Mismatch,Apr 2025
TXN000294,2025-01-15,Telangana,Hyderabad,ST013,Petrol,Commercial,Auto,35.47,107.85,3825.44,UPI,293,Mismatch,Jan 2025
TXN000295,2025-03-18,Maharashtra,Pune,ST017,Diesel,Individual,Car,30.17,94.47,2850.16,Cash,294,Mismatch,Mar 2025
TXN000296,2025-03-15,Telangana,Hyderabad,ST011,E20,Commercial,Car,5.05,107.66,543.68,Cash,295,Mismatch,Mar 2025
TXN000297,2025-06-11,Karnataka,Bengaluru,ST016,Diesel,Commercial,Bike,39.91,95.49,3811.01,Cash,296,Mismatch,Jun 2025
TXN000298,2025-06-26,Telangana,Hyderabad,ST003,E20,Individual,Bike,52.97,105.83,5605.82,Card,297,Mismatch,Jun 2025
TXN000299,2025-06-17,Andhra Pradesh,Visakhapatnam,ST050,Diesel,Commercial,Bus,17.25,96.46,1663.93,Card,298,Mismatch,Jun 2025
TXN000300,2025-01-03,Telangana,Hyderabad,ST020,Diesel,Commercial,Auto,50.72,94.5,4793.04,Card,299,Mismatch,Jan 2025
TXN000301,2025-06-02,Tamil Nadu,Chennai,ST036,Petrol,Individual,Car,77.62,109.98,8536.65,UPI,300,Mismatch,Jun 2025
TXN000302,2025-05-13,Maharashtra,Pune,ST040,Petrol,Commercial,Auto,2.51,108.19,271.56,UPI,301,Mismatch,May 2025
TXN000303,2025-04-27,Andhra Pradesh,Visakhapatnam,ST042,Petrol,Individual,Auto,73.22,109.14,7991.23,Cash,302,Mismatch,Apr 2025
TXN000304,2025-06-08,Tamil Nadu,Chennai,ST040,E20,Individual,Bus,42.61,105.74,4505.58,Card,303,Mismatch,Jun 2025
TXN000305,2025-04-11,Telangana,Hyderabad,ST012,Petrol,Individual,Bus,65.99,108.69,7172.45,Cash,304,Mismatch,Apr 2025
TXN000306,2025-01-19,Andhra Pradesh,Visakhapatnam,ST024,Petrol,Individual,Bike,59.46,107.4,6386.0,Card,305,Mismatch,Jan 2025
TXN000307,2025-04-11,Tamil Nadu,Chennai,ST040,Diesel,Commercial,Auto,73.04,94.85,6927.84,Cash,306,Mismatch,Apr 2025
TXN000308,2025-01-31,Karnataka,Bengaluru,ST038,E20,Individual,Bike,68.77,104.85,7210.53,Cash,307,Mismatch,Jan 2025
TXN000309,2025-02-21,Telangana,Hyderabad,ST048,E20,Commercial,Bus,4.53,107.0,484.71,Card,308,Mismatch,Feb 2025
TXN000310,2025-02-20,Telangana,Hyderabad,ST039,E20,Individual,Auto,68.22,104.92,7157.64,UPI,309,Mismatch,Feb 2025
TXN000311,2025-06-15,Tamil Nadu,Chennai,ST005,Diesel,Individual,Bike,64.02,97.95,6270.76,UPI,310,Mismatch,Jun 2025
TXN000312,2025-06-26,Karnataka,Bengaluru,ST006,Diesel,Commercial,Auto,19.51,97.46,1901.44,Cash,311,Mismatch,Jun 2025
TXN000313,2025-04-07,Maharashtra,Pune,ST041,Diesel,Commercial,Truck,61.21,97.47,5966.14,Cash,312,Mismatch,Apr 2025
TXN000314,2025-04-22,Tamil Nadu,Chennai,ST035,Petrol,Commercial,Bike,29.1,108.8,3166.08,UPI,313,Mismatch,Apr 2025
TXN000315,2025-05-26,Maharashtra,Pune,ST025,E20,Individual,Auto,5.04,108.56,547.14,Card,314,Mismatch,May 2025
TXN000316,2025-05-09,Andhra Pradesh,Visakhapatnam,ST016,E20,Individual,Bus,4.14,107.47,444.93,Card,315,Mismatch,May 2025
TXN000317,2025-04-02,Andhra Pradesh,Visakhapatnam,ST031,Petrol,Commercial,Car,3.58,107.8,385.92,Cash,316,Mismatch,Apr 2025
TXN000318,2025-02-02,Andhra Pradesh,Visakhapatnam,ST011,E20,Individual,Bike,5.86,108.72,637.1,Card,317,Mismatch,Feb 2025
TXN000319,2025-04-04,Maharashtra,Pune,ST029,Diesel,Individual,Bike,10.05,97.3,977.87,Card,318,Mismatch,Apr 2025
TXN000320,2025-05-09,Maharashtra,Pune,ST012,E20,Commercial,Truck,20.08,106.03,2129.08,Cash,319,Mismatch,May 2025
TXN000321,2025-04-08,Maharashtra,Pune,ST036,E20,Commercial,Bus,16.43,108.29,1779.2,Cash,320,Mismatch,Apr 2025
TXN000322,2025-05-02,Karnataka,Bengaluru,ST006,Diesel,Commercial,Car,46.89,94.65,4438.14,Card,321,Mismatch,May 2025
TXN000323,2025-05-06,Karnataka,Bengaluru,ST023,E20,Commercial,Auto,55.57,108.79,6045.46,UPI,322,Mismatch,May 2025
TXN000324,2025-03-25,Tamil Nadu,Chennai,ST041,Petrol,Individual,Bus,15.21,107.68,1637.81,Card,323,Mismatch,Mar 2025
TXN000325,2025-04-02,Karnataka,Bengaluru,ST040,Petrol,Commercial,Truck,66.22,107.22,7100.11,Cash,324,Mismatch,Apr 2025
TXN000326,2025-03-20,Tamil Nadu,Chennai,ST034,E20,Individual,Bus,52.38,108.61,5688.99,Card,325,Mismatch,Mar 2025
TXN000327,2025-01-01,Andhra Pradesh,Visakhapatnam,ST014,E20,Individual,Bike,41.86,105.94,4434.65,Cash,326,Mismatch,Jan 2025
TXN000328,2025-02-20,Karnataka,Bengaluru,ST038,E20,Commercial,Car,31.51,105.85,3335.33,UPI,327,Mismatch,Feb 2025
TXN000329,2025-02-27,Tamil Nadu,Chennai,ST030,E20,Commercial,Truck,17.36,105.87,1837.9,Cash,328,Mismatch,Feb 2025
TXN000330,2025-06-21,Tamil Nadu,Chennai,ST047,Diesel,Individual,Bus,29.27,95.68,2800.55,UPI,329,Mismatch,Jun 2025
TXN000331,2025-02-04,Karnataka,Bengaluru,ST014,Diesel,Individual,Auto,45.26,98.2,4444.53,UPI,330,Mismatch,Feb 2025
TXN000332,2025-06-01,Tamil Nadu,Chennai,ST040,Petrol,Individual,Car,67.09,106.91,7172.59,Card,331,Mismatch,Jun 2025
TXN000333,2025-04-13,Telangana,Hyderabad,ST001,Petrol,Individual,Car,74.2,109.61,8133.06,Card,332,Mismatch,Apr 2025
TXN000334,2025-01-11,Tamil Nadu,Chennai,ST050,Diesel,Individual,Car,41.22,95.62,3941.46,Card,333,Mismatch,Jan 2025
TXN000335,2025-01-14,Andhra Pradesh,Visakhapatnam,ST047,E20,Commercial,Bike,18.76,105.3,1975.43,Cash,334,Mismatch,Jan 2025
TXN000336,2025-04-30,Karnataka,Bengaluru,ST033,Petrol,Commercial,Car,37.1,108.61,4029.43,Card,335,Mismatch,Apr 2025
TXN000337,2025-05-18,Telangana,Hyderabad,ST007,Petrol,Individual,Bus,51.41,109.15,5611.4,Card,336,Mismatch,May 2025
TXN000338,2025-03-21,Maharashtra,Pune,ST032,E20,Commercial,Car,19.09,104.97,2003.88,Cash,337,Mismatch,Mar 2025
TXN000339,2025-03-14,Andhra Pradesh,Visakhapatnam,ST016,E20,Individual,Bike,51.03,105.92,5405.1,UPI,338,Mismatch,Mar 2025
TXN000340,2025-04-25,Andhra Pradesh,Visakhapatnam,ST022,E20,Commercial,Car,72.97,105.44,7693.96,UPI,339,Mismatch,Apr 2025
TXN000341,2025-01-25,Andhra Pradesh,Visakhapatnam,ST021,Diesel,Commercial,Bike,67.86,94.64,6422.27,Card,340,Mismatch,Jan 2025
TXN000342,2025-01-25,Maharashtra,Pune,ST002,E20,Individual,Bus,52.69,105.11,5538.25,Card,341,Mismatch,Jan 2025
TXN000343,2025-02-18,Andhra Pradesh,Visakhapatnam,ST007,Petrol,Individual,Bus,4.88,109.87,536.17,Card,342,Mismatch,Feb 2025
TXN000344,2025-02-25,Tamil Nadu,Chennai,ST014,E20,Commercial,Car,36.83,107.63,3964.01,Card,343,Mismatch,Feb 2025
TXN000345,2025-04-20,Maharashtra,Pune,ST032,E20,Individual,Car,63.12,105.8,6678.1,Cash,344,Mismatch,Apr 2025
TXN000346,2025-06-25,Maharashtra,Pune,ST021,E20,Commercial,Auto,48.74,106.04,5168.39,Card,345,Mismatch,Jun 2025
TXN000347,2025-06-12,Maharashtra,Pune,ST042,Petrol,Individual,Auto,5.58,109.55,611.29,Card,346,Mismatch,Jun 2025
TXN000348,2025-02-17,Karnataka,Bengaluru,ST040,E20,Commercial,Auto,27.19,107.94,2934.89,Cash,347,Mismatch,Feb 2025
TXN000349,2025-04-13,Telangana,Hyderabad,ST045,Petrol,Individual,Bus,22.33,109.11,2436.43,Cash,348,Mismatch,Apr 2025
TXN000350,2025-06-01,Maharashtra,Pune,ST023,Diesel,Individual,Bike,56.58,97.63,5523.91,Cash,349,Mismatch,Jun 2025
TXN000351,2025-05-31,Maharashtra,Pune,ST025,Petrol,Commercial,Truck,14.87,110.14,1637.78,Cash,350,Mismatch,May 2025
TXN000352,2025-01-04,Andhra Pradesh,Visakhapatnam,ST007,Diesel,Commercial,Car,4.18,96.66,404.04,UPI,351,Mismatch,Jan 2025
TXN000353,2025-03-22,Andhra Pradesh,Visakhapatnam,ST026,E20,Commercial,Bike,9.56,107.93,1031.81,UPI,352,Mismatch,Mar 2025
TXN000354,2025-05-17,Karnataka,Bengaluru,ST032,Petrol,Individual,Car,57.85,110.46,6390.11,Card,353,Mismatch,May 2025
TXN000355,2025-04-11,Andhra Pradesh,Visakhapatnam,ST030,E20,Individual,Car,10.61,107.7,1142.7,Card,354,Mismatch,Apr 2025
TXN000356,2025-04-29,Maharashtra,Pune,ST023,Petrol,Individual,Auto,44.37,107.53,4771.11,Cash,355,Mismatch,Apr 2025
TXN000357,2025-03-31,Andhra Pradesh,Visakhapatnam,ST009,Petrol,Individual,Bike,35.33,109.82,3879.94,Cash,356,Mismatch,Mar 2025
TXN000358,2025-05-18,Andhra Pradesh,Visakhapatnam,ST001,Diesel,Individual,Auto,49.29,96.34,4748.6,Cash,357,Mismatch,May 2025
TXN000359,2025-02-24,Karnataka,Bengaluru,ST017,E20,Individual,Truck,63.46,107.34,6811.8,Card,358,Mismatch,Feb 2025
TXN000360,2025-04-18,Maharashtra,Pune,ST013,E20,Commercial,Car,34.69,106.29,3687.2,Card,359,Mismatch,Apr 2025
TXN000361,2025-06-27,Karnataka,Bengaluru,ST021,Petrol,Commercial,Bus,51.69,107.28,5545.3,Card,360,Mismatch,Jun 2025
TXN000362,2025-04-13,Telangana,Hyderabad,ST032,Diesel,Commercial,Auto,50.81,96.05,4880.3,UPI,361,Mismatch,Apr 2025
TXN000363,2025-04-27,Maharashtra,Pune,ST019,E20,Commercial,Bike,56.77,106.66,6055.09,UPI,362,Mismatch,Apr 2025
TXN000364,2025-04-21,Karnataka,Bengaluru,ST007,Petrol,Commercial,Car,43.44,109.95,4776.23,UPI,363,Mismatch,Apr 2025
TXN000365,2025-06-24,Maharashtra,Pune,ST032,E20,Individual,Truck,29.13,107.81,3140.51,UPI,364,Mismatch,Jun 2025
TXN000366,2025-04-07,Maharashtra,Pune,ST024,E20,Individual,Car,23.25,107.34,2495.66,Card,365,Mismatch,Apr 2025
TXN000367,2025-02-17,Andhra Pradesh,Visakhapatnam,ST046,Diesel,Individual,Truck,68.27,97.25,6639.26,Cash,366,Mismatch,Feb 2025
TXN000368,2025-05-12,Karnataka,Bengaluru,ST046,Petrol,Commercial,Auto,31.37,107.57,3374.47,Card,367,Mismatch,May 2025
TXN000369,2025-02-20,Telangana,Hyderabad,ST028,E20,Individual,Car,10.44,108.3,1130.65,Card,368,Mismatch,Feb 2025
TXN000370,2025-01-01,Tamil Nadu,Chennai,ST035,E20,Individual,Bus,60.01,107.95,6478.08,Card,369,Mismatch,Jan 2025
TXN000371,2025-05-26,Andhra Pradesh,Visakhapatnam,ST050,E20,Commercial,Truck,47.35,107.84,5106.22,Card,370,Mismatch,May 2025
